"ID";"Sex";"Age";"Periods";"TotalPopulation_1";"NeverMarried_2";"Married_3";"Widowed_4";"Divorced_5"
"0";"T001038";"10000";"1950JJ00";"10026773";" 5284496";" 4232241";"  435532";"   74504"
"1";"T001038";"10000";"1951JJ00";"10200280";" 5354293";" 4329761";"  439933";"   76293"
"2";"T001038";"10000";"1952JJ00";"10328343";" 5384853";" 4421572";"  444343";"   77575"
"3";"T001038";"10000";"1953JJ00";"10435631";" 5409984";" 4497526";"  449090";"   79031"
"4";"T001038";"10000";"1954JJ00";"10550737";" 5443474";" 4572974";"  454436";"   79853"
"5";"T001038";"10000";"1955JJ00";"10680023";" 5481327";" 4658053";"  459762";"   80881"
"6";"T001038";"10000";"1956JJ00";"10821661";" 5526994";" 4746401";"  465827";"   82439"
"7";"T001038";"10000";"1957JJ00";"10957040";" 5567164";" 4834087";"  472164";"   83625"
"8";"T001038";"10000";"1958JJ00";"11095726";" 5607936";" 4924488";"  478607";"   84695"
"9";"T001038";"10000";"1959JJ00";"11278024";" 5677101";" 5027106";"  487125";"   86692"
"10";"T001038";"10000";"1960JJ00";"11417254";" 5730715";" 5103163";"  495131";"   88245"
"11";"T001038";"10000";"1961JJ00";"11556008";" 5785892";" 5182053";"  506613";"   81450"
"12";"T001038";"10000";"1962JJ00";"11721416";" 5850611";" 5270315";"  516742";"   83748"
"13";"T001038";"10000";"1963JJ00";"11889962";" 5917551";" 5359878";"  527100";"   85433"
"14";"T001038";"10000";"1964JJ00";"12041970";" 5975336";" 5441831";"  537585";"   87218"
"15";"T001038";"10000";"1965JJ00";"12212269";" 6025009";" 5547842";"  549790";"   89628"
"16";"T001038";"10000";"1966JJ00";"12377194";" 6059792";" 5662112";"  562821";"   92469"
"17";"T001038";"10000";"1967JJ00";"12535307";" 6080609";" 5783104";"  575104";"   96490"
"18";"T001038";"10000";"1968JJ00";"12661095";" 6082119";" 5888608";"  588916";"  101452"
"19";"T001038";"10000";"1969JJ00";"12798346";" 6083804";" 6004522";"  602271";"  107749"
"20";"T001038";"10000";"1970JJ00";"12957621";" 6104254";" 6121941";"  616504";"  114922"
"21";"T001038";"10000";"1971JJ00";"13119430";" 6114007";" 6253128";"  631129";"  121166"
"22";"T001038";"10000";"1972JJ00";"13269563";" 6116183";" 6377948";"  644911";"  130521"
"23";"T001038";"10000";"1973JJ00";"13387623";" 6109300";" 6472860";"  660242";"  145221"
"24";"T001038";"10000";"1974JJ00";"13491020";" 6106097";" 6546349";"  674186";"  164388"
"25";"T001038";"10000";"1975JJ00";"13599092";" 6099415";" 6626364";"  688197";"  185116"
"26";"T001038";"10000";"1976JJ00";"13733578";" 6120879";" 6704149";"  694903";"  213647"
"27";"T001038";"10000";"1977JJ00";"13814495";" 6120117";" 6747124";"  708657";"  238597"
"28";"T001038";"10000";"1978JJ00";"13897874";" 6127203";" 6784633";"  723362";"  262676"
"29";"T001038";"10000";"1979JJ00";"13985526";" 6149643";" 6811470";"  737346";"  287067"
"30";"T001038";"10000";"1980JJ00";"14091014";" 6190940";" 6835014";"  751355";"  313705"
"31";"T001038";"10000";"1981JJ00";"14208586";" 6234552";" 6866010";"  764965";"  343059"
"32";"T001038";"10000";"1982JJ00";"14285829";" 6259816";" 6870988";"  777553";"  377472"
"33";"T001038";"10000";"1983JJ00";"14339551";" 6238717";" 6905257";"  786477";"  409100"
"34";"T001038";"10000";"1984JJ00";"14394589";" 6261073";" 6884996";"  798174";"  450346"
"35";"T001038";"10000";"1985JJ00";"14453833";" 6285610";" 6869619";"  808543";"  490061"
"36";"T001038";"10000";"1986JJ00";"14529430";" 6323365";" 6859886";"  818352";"  527827"
"37";"T001038";"10000";"1987JJ00";"14615125";" 6356280";" 6879804";"  826934";"  552107"
"38";"T001038";"10000";"1988JJ00";"14714948";" 6405860";" 6898335";"  836619";"  574134"
"39";"T001038";"10000";"1989JJ00";"14805240";" 6446803";" 6916716";"  845193";"  596528"
"40";"T001038";"10000";"1990JJ00";"14892574";" 6464971";" 6956510";"  853599";"  617494"
"41";"T001038";"10000";"1991JJ00";"15010445";" 6518388";" 6995091";"  861207";"  635759"
"42";"T001038";"10000";"1992JJ00";"15129150";" 6572603";" 7036575";"  866367";"  653605"
"43";"T001038";"10000";"1993JJ00";"15239182";" 6626044";" 7064236";"  871905";"  676997"
"44";"T001038";"10000";"1994JJ00";"15341553";" 6688832";" 7075002";"  876986";"  700733"
"45";"T001038";"10000";"1995JJ00";"15424122";" 6735614";" 7081536";"  875647";"  731325"
"46";"T001038";"10000";"1996JJ00";"15493889";" 6792423";" 7061695";"  878081";"  761690"
"47";"T001038";"10000";"1997JJ00";"15567107";" 6848973";" 7045382";"  881565";"  791187"
"48";"T001038";"10000";"1998JJ00";"15654192";" 6910940";" 7044539";"  882562";"  816151"
"49";"T001038";"10000";"1999JJ00";"15760225";" 6980384";" 7058381";"  862537";"  858923"
"50";"T001038";"10000";"2000JJ00";"15863950";" 7048699";" 7071202";"  882071";"  861978"
"51";"T001038";"10000";"2001JJ00";"15987075";" 7138972";" 7079502";"  882162";"  886439"
"52";"T001038";"10000";"2002JJ00";"16105285";" 7241077";" 7063982";"  881876";"  918350"
"53";"T001038";"10000";"2003JJ00";"16192572";" 7321665";" 7052176";"  879742";"  938989"
"54";"T001038";"10000";"2004JJ00";"16258032";" 7389408";" 7034504";"  877579";"  956541"
"55";"T001038";"10000";"2005JJ00";"16305526";" 7450192";" 7002557";"  876605";"  976172"
"56";"T001038";"10000";"2006JJ00";"16334210";" 7499312";" 6964100";"  874896";"  995902"
"57";"T001038";"10000";"2007JJ00";"16357992";" 7543236";" 6927736";"  871565";" 1015455"
"58";"T001038";"10000";"2008JJ00";"16405399";" 7601904";" 6898147";"  869611";" 1035737"
"59";"T001038";"10000";"2009JJ00";"16485787";" 7680426";" 6882639";"  866808";" 1055914"
"60";"T001038";"10000";"2010JJ00";"16574989";" 7701812";" 6875088";"  866945";" 1131144"
"61";"T001038";"10000";"2011JJ00";"16655799";" 7773306";" 6864966";"  866497";" 1151030"
"62";"T001038";"10000";"2012JJ00";"16730348";" 7841334";" 6851016";"  865790";" 1172208"
"63";"T001038";"10000";"2013JJ00";"16779575";" 7895899";" 6823832";"  864180";" 1195664"
"64";"T001038";"10000";"2014JJ00";"16829289";" 7956499";" 6787029";"  863292";" 1222469"
"65";"T001038";"10000";"2015JJ00";"16900726";" 8031966";" 6753259";"  862705";" 1252796"
"66";"T001038";"10000";"2016JJ00";"16979120";" 8112153";" 6727554";"  860883";" 1278530"
"67";"T001038";"10000";"2017JJ00";"17081507";" 8201061";" 6718468";"  859720";" 1302258"
"68";"T001038";"10000";"2018JJ00";"17181084";" 8287607";" 6710175";"  858676";" 1324626"
"69";"T001038";"10000";"2019JJ00";"17282163";" 8374133";" 6706554";"  858443";" 1343033"
"70";"T001038";"10010";"1950JJ00";"  230737";"  230737";"";"";""
"71";"T001038";"10010";"1951JJ00";"  225181";"  225181";"";"";""
"72";"T001038";"10010";"1952JJ00";"  222875";"  222875";"";"";""
"73";"T001038";"10010";"1953JJ00";"  226577";"  226577";"";"";""
"74";"T001038";"10010";"1954JJ00";"  223016";"  223016";"";"";""
"75";"T001038";"10010";"1955JJ00";"  223554";"  223554";"";"";""
"76";"T001038";"10010";"1956JJ00";"  224713";"  224713";"";"";""
"77";"T001038";"10010";"1957JJ00";"  227154";"  227154";"";"";""
"78";"T001038";"10010";"1958JJ00";"  229946";"  229946";"";"";""
"79";"T001038";"10010";"1959JJ00";"  233578";"  233578";"";"";""
"80";"T001038";"10010";"1960JJ00";"  238442";"  238442";"";"";""
"81";"T001038";"10010";"1961JJ00";"  234981";"  234981";"";"";""
"82";"T001038";"10010";"1962JJ00";"  243561";"  243561";"";"";""
"83";"T001038";"10010";"1963JJ00";"  242498";"  242498";"";"";""
"84";"T001038";"10010";"1964JJ00";"  246102";"  246102";"";"";""
"85";"T001038";"10010";"1965JJ00";"  247410";"  247410";"";"";""
"86";"T001038";"10010";"1966JJ00";"  241703";"  241703";"";"";""
"87";"T001038";"10010";"1967JJ00";"  236285";"  236285";"";"";""
"88";"T001038";"10010";"1968JJ00";"  235608";"  235608";"";"";""
"89";"T001038";"10010";"1969JJ00";"  234246";"  234246";"";"";""
"90";"T001038";"10010";"1970JJ00";"  244631";"  244631";"";"";""
"91";"T001038";"10010";"1971JJ00";"  236183";"  236183";"";"";""
"92";"T001038";"10010";"1972JJ00";"  224877";"  224877";"";"";""
"93";"T001038";"10010";"1973JJ00";"  212002";"  212002";"";"";""
"94";"T001038";"10010";"1974JJ00";"  193020";"  193020";"";"";""
"95";"T001038";"10010";"1975JJ00";"  184641";"  184641";"";"";""
"96";"T001038";"10010";"1976JJ00";"  177036";"  177036";"";"";""
"97";"T001038";"10010";"1977JJ00";"  175761";"  175761";"";"";""
"98";"T001038";"10010";"1978JJ00";"  172271";"  172271";"";"";""
"99";"T001038";"10010";"1979JJ00";"  174652";"  174652";"";"";""
"100";"T001038";"10010";"1980JJ00";"  174443";"  174443";"";"";""
"101";"T001038";"10010";"1981JJ00";"  180901";"  180901";"";"";""
"102";"T001038";"10010";"1982JJ00";"  177876";"  177876";"";"";""
"103";"T001038";"10010";"1983JJ00";"  170991";"  170991";"";"";""
"104";"T001038";"10010";"1984JJ00";"  169475";"  169475";"";"";""
"105";"T001038";"10010";"1985JJ00";"  173662";"  173662";"";"";""
"106";"T001038";"10010";"1986JJ00";"  177579";"  177579";"";"";""
"107";"T001038";"10010";"1987JJ00";"  183475";"  183475";"";"";""
"108";"T001038";"10010";"1988JJ00";"  185917";"  185917";"";"";""
"109";"T001038";"10010";"1989JJ00";"  185791";"  185791";"";"";""
"110";"T001038";"10010";"1990JJ00";"  187501";"  187501";"";"";""
"111";"T001038";"10010";"1991JJ00";"  197281";"  197281";"";"";""
"112";"T001038";"10010";"1992JJ00";"  197778";"  197778";"";"";""
"113";"T001038";"10010";"1993JJ00";"  195981";"  195981";"";"";""
"114";"T001038";"10010";"1994JJ00";"  194974";"  194974";"";"";""
"115";"T001038";"10010";"1995JJ00";"  195920";"  195920";"";"";""
"116";"T001038";"10010";"1996JJ00";"  190736";"  190736";"";"";""
"117";"T001038";"10010";"1997JJ00";"  190218";"  190218";"";"";""
"118";"T001038";"10010";"1998JJ00";"  192308";"  192308";"";"";""
"119";"T001038";"10010";"1999JJ00";"  199728";"  199728";"";"";""
"120";"T001038";"10010";"2000JJ00";"  201748";"  201748";"";"";""
"121";"T001038";"10010";"2001JJ00";"  207097";"  207097";"";"";""
"122";"T001038";"10010";"2002JJ00";"  204039";"  204039";"";"";""
"123";"T001038";"10010";"2003JJ00";"  202386";"  202386";"";"";""
"124";"T001038";"10010";"2004JJ00";"  200781";"  200781";"";"";""
"125";"T001038";"10010";"2005JJ00";"  193763";"  193763";"";"";""
"126";"T001038";"10010";"2006JJ00";"  187172";"  187172";"";"";""
"127";"T001038";"10010";"2007JJ00";"  184425";"  184425";"";"";""
"128";"T001038";"10010";"2008JJ00";"  180762";"  180762";"";"";""
"129";"T001038";"10010";"2009JJ00";"  184408";"  184408";"";"";""
"130";"T001038";"10010";"2010JJ00";"  184586";"  184586";"";"";""
"131";"T001038";"10010";"2011JJ00";"  184007";"  184007";"";"";""
"132";"T001038";"10010";"2012JJ00";"  179653";"  179653";"";"";""
"133";"T001038";"10010";"2013JJ00";"  175587";"  175587";"";"";""
"134";"T001038";"10010";"2014JJ00";"  170953";"  170953";"";"";""
"135";"T001038";"10010";"2015JJ00";"  174681";"  174681";"";"";""
"136";"T001038";"10010";"2016JJ00";"  170341";"  170341";"";"";""
"137";"T001038";"10010";"2017JJ00";"  172288";"  172288";"";"";""
"138";"T001038";"10010";"2018JJ00";"  169566";"  169566";"";"";""
"139";"T001038";"10010";"2019JJ00";"  168443";"  168443";"";"";""
"140";"T001038";"10100";"1950JJ00";"  239683";"  239683";"";"";""
"141";"T001038";"10100";"1951JJ00";"  230731";"  230731";"";"";""
"142";"T001038";"10100";"1952JJ00";"  223600";"  223600";"";"";""
"143";"T001038";"10100";"1953JJ00";"  220847";"  220847";"";"";""
"144";"T001038";"10100";"1954JJ00";"  224806";"  224806";"";"";""
"145";"T001038";"10100";"1955JJ00";"  221734";"  221734";"";"";""
"146";"T001038";"10100";"1956JJ00";"  222752";"  222752";"";"";""
"147";"T001038";"10100";"1957JJ00";"  223543";"  223543";"";"";""
"148";"T001038";"10100";"1958JJ00";"  226011";"  226011";"";"";""
"149";"T001038";"10100";"1959JJ00";"  230566";"  230566";"";"";""
"150";"T001038";"10100";"1960JJ00";"  232358";"  232358";"";"";""
"151";"T001038";"10100";"1961JJ00";"  237414";"  237414";"";"";""
"152";"T001038";"10100";"1962JJ00";"  234424";"  234424";"";"";""
"153";"T001038";"10100";"1963JJ00";"  243293";"  243293";"";"";""
"154";"T001038";"10100";"1964JJ00";"  241693";"  241693";"";"";""
"155";"T001038";"10100";"1965JJ00";"  245622";"  245622";"";"";""
"156";"T001038";"10100";"1966JJ00";"  247013";"  247013";"";"";""
"157";"T001038";"10100";"1967JJ00";"  241269";"  241269";"";"";""
"158";"T001038";"10100";"1968JJ00";"  235733";"  235733";"";"";""
"159";"T001038";"10100";"1969JJ00";"  235257";"  235257";"";"";""
"160";"T001038";"10100";"1970JJ00";"  233925";"  233925";"";"";""
"161";"T001038";"10100";"1971JJ00";"  244512";"  244512";"";"";""
"162";"T001038";"10100";"1972JJ00";"  236492";"  236492";"";"";""
"163";"T001038";"10100";"1973JJ00";"  225085";"  225085";"";"";""
"164";"T001038";"10100";"1974JJ00";"  212251";"  212251";"";"";""
"165";"T001038";"10100";"1975JJ00";"  193509";"  193509";"";"";""
"166";"T001038";"10100";"1976JJ00";"  186040";"  186040";"";"";""
"167";"T001038";"10100";"1977JJ00";"  177537";"  177537";"";"";""
"168";"T001038";"10100";"1978JJ00";"  176164";"  176164";"";"";""
"169";"T001038";"10100";"1979JJ00";"  172967";"  172967";"";"";""
"170";"T001038";"10100";"1980JJ00";"  175800";"  175800";"";"";""
"171";"T001038";"10100";"1981JJ00";"  175692";"  175692";"";"";""
"172";"T001038";"10100";"1982JJ00";"  181350";"  181350";"";"";""
"173";"T001038";"10100";"1983JJ00";"  177888";"  177888";"";"";""
"174";"T001038";"10100";"1984JJ00";"  171135";"  171135";"";"";""
"175";"T001038";"10100";"1985JJ00";"  169680";"  169680";"";"";""
"176";"T001038";"10100";"1986JJ00";"  174436";"  174436";"";"";""
"177";"T001038";"10100";"1987JJ00";"  178266";"  178266";"";"";""
"178";"T001038";"10100";"1988JJ00";"  184173";"  184173";"";"";""
"179";"T001038";"10100";"1989JJ00";"  186451";"  186451";"";"";""
"180";"T001038";"10100";"1990JJ00";"  186372";"  186372";"";"";""
"181";"T001038";"10100";"1991JJ00";"  188483";"  188483";"";"";""
"182";"T001038";"10100";"1992JJ00";"  197969";"  197969";"";"";""
"183";"T001038";"10100";"1993JJ00";"  198460";"  198460";"";"";""
"184";"T001038";"10100";"1994JJ00";"  196679";"  196679";"";"";""
"185";"T001038";"10100";"1995JJ00";"  195419";"  195419";"";"";""
"186";"T001038";"10100";"1996JJ00";"  196319";"  196319";"";"";""
"187";"T001038";"10100";"1997JJ00";"  191467";"  191467";"";"";""
"188";"T001038";"10100";"1998JJ00";"  191191";"  191191";"";"";""
"189";"T001038";"10100";"1999JJ00";"  193777";"  193777";"";"";""
"190";"T001038";"10100";"2000JJ00";"  201017";"  201017";"";"";""
"191";"T001038";"10100";"2001JJ00";"  203155";"  203155";"";"";""
"192";"T001038";"10100";"2002JJ00";"  208553";"  208553";"";"";""
"193";"T001038";"10100";"2003JJ00";"  205151";"  205151";"";"";""
"194";"T001038";"10100";"2004JJ00";"  203063";"  203063";"";"";""
"195";"T001038";"10100";"2005JJ00";"  201322";"  201322";"";"";""
"196";"T001038";"10100";"2006JJ00";"  193959";"  193959";"";"";""
"197";"T001038";"10100";"2007JJ00";"  187237";"  187237";"";"";""
"198";"T001038";"10100";"2008JJ00";"  184697";"  184697";"";"";""
"199";"T001038";"10100";"2009JJ00";"  181569";"  181569";"";"";""
"200";"T001038";"10100";"2010JJ00";"  185215";"  185215";"";"";""
"201";"T001038";"10100";"2011JJ00";"  185288";"  185288";"";"";""
"202";"T001038";"10100";"2012JJ00";"  184741";"  184741";"";"";""
"203";"T001038";"10100";"2013JJ00";"  180066";"  180066";"";"";""
"204";"T001038";"10100";"2014JJ00";"  175982";"  175982";"";"";""
"205";"T001038";"10100";"2015JJ00";"  171587";"  171587";"";"";""
"206";"T001038";"10100";"2016JJ00";"  175721";"  175721";"";"";""
"207";"T001038";"10100";"2017JJ00";"  171594";"  171594";"";"";""
"208";"T001038";"10100";"2018JJ00";"  173365";"  173365";"";"";""
"209";"T001038";"10100";"2019JJ00";"  170816";"  170816";"";"";""
"210";"T001038";"10200";"1950JJ00";"  257204";"  257204";"";"";""
"211";"T001038";"10200";"1951JJ00";"  240367";"  240367";"";"";""
"212";"T001038";"10200";"1952JJ00";"  229876";"  229876";"";"";""
"213";"T001038";"10200";"1953JJ00";"  222029";"  222029";"";"";""
"214";"T001038";"10200";"1954JJ00";"  219782";"  219782";"";"";""
"215";"T001038";"10200";"1955JJ00";"  224049";"  224049";"";"";""
"216";"T001038";"10200";"1956JJ00";"  221438";"  221438";"";"";""
"217";"T001038";"10200";"1957JJ00";"  222084";"  222084";"";"";""
"218";"T001038";"10200";"1958JJ00";"  222831";"  222831";"";"";""
"219";"T001038";"10200";"1959JJ00";"  227171";"  227171";"";"";""
"220";"T001038";"10200";"1960JJ00";"  229748";"  229748";"";"";""
"221";"T001038";"10200";"1961JJ00";"  231683";"  231683";"";"";""
"222";"T001038";"10200";"1962JJ00";"  237241";"  237241";"";"";""
"223";"T001038";"10200";"1963JJ00";"  234671";"  234671";"";"";""
"224";"T001038";"10200";"1964JJ00";"  242864";"  242864";"";"";""
"225";"T001038";"10200";"1965JJ00";"  241523";"  241523";"";"";""
"226";"T001038";"10200";"1966JJ00";"  245443";"  245443";"";"";""
"227";"T001038";"10200";"1967JJ00";"  246840";"  246840";"";"";""
"228";"T001038";"10200";"1968JJ00";"  240945";"  240945";"";"";""
"229";"T001038";"10200";"1969JJ00";"  235575";"  235575";"";"";""
"230";"T001038";"10200";"1970JJ00";"  235171";"  235171";"";"";""
"231";"T001038";"10200";"1971JJ00";"  234109";"  234109";"";"";""
"232";"T001038";"10200";"1972JJ00";"  245066";"  245066";"";"";""
"233";"T001038";"10200";"1973JJ00";"  236922";"  236922";"";"";""
"234";"T001038";"10200";"1974JJ00";"  225482";"  225482";"";"";""
"235";"T001038";"10200";"1975JJ00";"  212961";"  212961";"";"";""
"236";"T001038";"10200";"1976JJ00";"  195223";"  195223";"";"";""
"237";"T001038";"10200";"1977JJ00";"  186770";"  186770";"";"";""
"238";"T001038";"10200";"1978JJ00";"  178164";"  178164";"";"";""
"239";"T001038";"10200";"1979JJ00";"  176814";"  176814";"";"";""
"240";"T001038";"10200";"1980JJ00";"  173993";"  173993";"";"";""
"241";"T001038";"10200";"1981JJ00";"  177150";"  177150";"";"";""
"242";"T001038";"10200";"1982JJ00";"  176090";"  176090";"";"";""
"243";"T001038";"10200";"1983JJ00";"  181297";"  181297";"";"";""
"244";"T001038";"10200";"1984JJ00";"  178012";"  178012";"";"";""
"245";"T001038";"10200";"1985JJ00";"  171323";"  171323";"";"";""
"246";"T001038";"10200";"1986JJ00";"  170305";"  170305";"";"";""
"247";"T001038";"10200";"1987JJ00";"  175155";"  175155";"";"";""
"248";"T001038";"10200";"1988JJ00";"  178994";"  178994";"";"";""
"249";"T001038";"10200";"1989JJ00";"  184849";"  184849";"";"";""
"250";"T001038";"10200";"1990JJ00";"  187262";"  187262";"";"";""
"251";"T001038";"10200";"1991JJ00";"  187205";"  187205";"";"";""
"252";"T001038";"10200";"1992JJ00";"  189638";"  189638";"";"";""
"253";"T001038";"10200";"1993JJ00";"  198690";"  198690";"";"";""
"254";"T001038";"10200";"1994JJ00";"  199385";"  199385";"";"";""
"255";"T001038";"10200";"1995JJ00";"  197233";"  197233";"";"";""
"256";"T001038";"10200";"1996JJ00";"  195818";"  195818";"";"";""
"257";"T001038";"10200";"1997JJ00";"  196786";"  196786";"";"";""
"258";"T001038";"10200";"1998JJ00";"  191890";"  191890";"";"";""
"259";"T001038";"10200";"1999JJ00";"  192063";"  192063";"";"";""
"260";"T001038";"10200";"2000JJ00";"  194547";"  194547";"";"";""
"261";"T001038";"10200";"2001JJ00";"  201787";"  201787";"";"";""
"262";"T001038";"10200";"2002JJ00";"  203816";"  203816";"";"";""
"263";"T001038";"10200";"2003JJ00";"  208833";"  208833";"";"";""
"264";"T001038";"10200";"2004JJ00";"  205052";"  205052";"";"";""
"265";"T001038";"10200";"2005JJ00";"  202834";"  202834";"";"";""
"266";"T001038";"10200";"2006JJ00";"  200902";"  200902";"";"";""
"267";"T001038";"10200";"2007JJ00";"  193486";"  193486";"";"";""
"268";"T001038";"10200";"2008JJ00";"  187173";"  187173";"";"";""
"269";"T001038";"10200";"2009JJ00";"  185053";"  185053";"";"";""
"270";"T001038";"10200";"2010JJ00";"  182106";"  182106";"";"";""
"271";"T001038";"10200";"2011JJ00";"  185686";"  185686";"";"";""
"272";"T001038";"10200";"2012JJ00";"  185690";"  185690";"";"";""
"273";"T001038";"10200";"2013JJ00";"  184869";"  184869";"";"";""
"274";"T001038";"10200";"2014JJ00";"  180172";"  180172";"";"";""
"275";"T001038";"10200";"2015JJ00";"  176388";"  176388";"";"";""
"276";"T001038";"10200";"2016JJ00";"  172395";"  172395";"";"";""
"277";"T001038";"10200";"2017JJ00";"  176866";"  176866";"";"";""
"278";"T001038";"10200";"2018JJ00";"  172815";"  172815";"";"";""
"279";"T001038";"10200";"2019JJ00";"  174256";"  174256";"";"";""
"280";"T001038";"10300";"1950JJ00";"  269318";"  269318";"";"";""
"281";"T001038";"10300";"1951JJ00";"  256901";"  256901";"";"";""
"282";"T001038";"10300";"1952JJ00";"  239490";"  239490";"";"";""
"283";"T001038";"10300";"1953JJ00";"  228359";"  228359";"";"";""
"284";"T001038";"10300";"1954JJ00";"  220908";"  220908";"";"";""
"285";"T001038";"10300";"1955JJ00";"  219162";"  219162";"";"";""
"286";"T001038";"10300";"1956JJ00";"  223756";"  223756";"";"";""
"287";"T001038";"10300";"1957JJ00";"  220827";"  220827";"";"";""
"288";"T001038";"10300";"1958JJ00";"  221418";"  221418";"";"";""
"289";"T001038";"10300";"1959JJ00";"  224069";"  224069";"";"";""
"290";"T001038";"10300";"1960JJ00";"  226428";"  226428";"";"";""
"291";"T001038";"10300";"1961JJ00";"  228881";"  228881";"";"";""
"292";"T001038";"10300";"1962JJ00";"  231557";"  231557";"";"";""
"293";"T001038";"10300";"1963JJ00";"  237420";"  237420";"";"";""
"294";"T001038";"10300";"1964JJ00";"  234405";"  234405";"";"";""
"295";"T001038";"10300";"1965JJ00";"  242763";"  242763";"";"";""
"296";"T001038";"10300";"1966JJ00";"  241405";"  241405";"";"";""
"297";"T001038";"10300";"1967JJ00";"  245292";"  245292";"";"";""
"298";"T001038";"10300";"1968JJ00";"  246642";"  246642";"";"";""
"299";"T001038";"10300";"1969JJ00";"  240850";"  240850";"";"";""
"300";"T001038";"10300";"1970JJ00";"  235654";"  235654";"";"";""
"301";"T001038";"10300";"1971JJ00";"  235431";"  235431";"";"";""
"302";"T001038";"10300";"1972JJ00";"  234717";"  234717";"";"";""
"303";"T001038";"10300";"1973JJ00";"  245596";"  245596";"";"";""
"304";"T001038";"10300";"1974JJ00";"  237495";"  237495";"";"";""
"305";"T001038";"10300";"1975JJ00";"  226413";"  226413";"";"";""
"306";"T001038";"10300";"1976JJ00";"  214595";"  214595";"";"";""
"307";"T001038";"10300";"1977JJ00";"  196034";"  196034";"";"";""
"308";"T001038";"10300";"1978JJ00";"  187531";"  187531";"";"";""
"309";"T001038";"10300";"1979JJ00";"  179013";"  179013";"";"";""
"310";"T001038";"10300";"1980JJ00";"  177723";"  177723";"";"";""
"311";"T001038";"10300";"1981JJ00";"  175142";"  175142";"";"";""
"312";"T001038";"10300";"1982JJ00";"  177359";"  177359";"";"";""
"313";"T001038";"10300";"1983JJ00";"  176034";"  176034";"";"";""
"314";"T001038";"10300";"1984JJ00";"  181336";"  181336";"";"";""
"315";"T001038";"10300";"1985JJ00";"  178102";"  178102";"";"";""
"316";"T001038";"10300";"1986JJ00";"  171881";"  171881";"";"";""
"317";"T001038";"10300";"1987JJ00";"  170920";"  170920";"";"";""
"318";"T001038";"10300";"1988JJ00";"  175743";"  175743";"";"";""
"319";"T001038";"10300";"1989JJ00";"  179523";"  179523";"";"";""
"320";"T001038";"10300";"1990JJ00";"  185773";"  185773";"";"";""
"321";"T001038";"10300";"1991JJ00";"  187982";"  187982";"";"";""
"322";"T001038";"10300";"1992JJ00";"  187902";"  187902";"";"";""
"323";"T001038";"10300";"1993JJ00";"  190335";"  190335";"";"";""
"324";"T001038";"10300";"1994JJ00";"  199496";"  199496";"";"";""
"325";"T001038";"10300";"1995JJ00";"  200037";"  200037";"";"";""
"326";"T001038";"10300";"1996JJ00";"  197554";"  197554";"";"";""
"327";"T001038";"10300";"1997JJ00";"  196222";"  196222";"";"";""
"328";"T001038";"10300";"1998JJ00";"  197246";"  197246";"";"";""
"329";"T001038";"10300";"1999JJ00";"  192609";"  192609";"";"";""
"330";"T001038";"10300";"2000JJ00";"  192845";"  192845";"";"";""
"331";"T001038";"10300";"2001JJ00";"  195335";"  195335";"";"";""
"332";"T001038";"10300";"2002JJ00";"  202305";"  202305";"";"";""
"333";"T001038";"10300";"2003JJ00";"  203919";"  203919";"";"";""
"334";"T001038";"10300";"2004JJ00";"  208606";"  208606";"";"";""
"335";"T001038";"10300";"2005JJ00";"  204656";"  204656";"";"";""
"336";"T001038";"10300";"2006JJ00";"  202201";"  202201";"";"";""
"337";"T001038";"10300";"2007JJ00";"  200292";"  200292";"";"";""
"338";"T001038";"10300";"2008JJ00";"  193175";"  193175";"";"";""
"339";"T001038";"10300";"2009JJ00";"  187324";"  187324";"";"";""
"340";"T001038";"10300";"2010JJ00";"  185452";"  185452";"";"";""
"341";"T001038";"10300";"2011JJ00";"  182395";"  182395";"";"";""
"342";"T001038";"10300";"2012JJ00";"  185962";"  185962";"";"";""
"343";"T001038";"10300";"2013JJ00";"  185681";"  185681";"";"";""
"344";"T001038";"10300";"2014JJ00";"  184866";"  184866";"";"";""
"345";"T001038";"10300";"2015JJ00";"  180486";"  180486";"";"";""
"346";"T001038";"10300";"2016JJ00";"  177204";"  177204";"";"";""
"347";"T001038";"10300";"2017JJ00";"  173270";"  173270";"";"";""
"348";"T001038";"10300";"2018JJ00";"  177913";"  177913";"";"";""
"349";"T001038";"10300";"2019JJ00";"  173722";"  173722";"";"";""
"350";"T001038";"10400";"1950JJ00";"  193429";"  193429";"";"";""
"351";"T001038";"10400";"1951JJ00";"  270291";"  270291";"";"";""
"352";"T001038";"10400";"1952JJ00";"  256080";"  256080";"";"";""
"353";"T001038";"10400";"1953JJ00";"  238012";"  238012";"";"";""
"354";"T001038";"10400";"1954JJ00";"  227371";"  227371";"";"";""
"355";"T001038";"10400";"1955JJ00";"  220280";"  220280";"";"";""
"356";"T001038";"10400";"1956JJ00";"  218932";"  218932";"";"";""
"357";"T001038";"10400";"1957JJ00";"  223108";"  223108";"";"";""
"358";"T001038";"10400";"1958JJ00";"  220229";"  220229";"";"";""
"359";"T001038";"10400";"1959JJ00";"  222767";"  222767";"";"";""
"360";"T001038";"10400";"1960JJ00";"  223455";"  223455";"";"";""
"361";"T001038";"10400";"1961JJ00";"  225960";"  225960";"";"";""
"362";"T001038";"10400";"1962JJ00";"  228757";"  228757";"";"";""
