"ID";"Sex";"Age";"Periods";"TotalPopulation_1";"NeverMarried_2";"Married_3";"Widowed_4";"Divorced_5"
"12994";"3000   ";"15000";"1994JJ00";"   95812";"    7118";"   78754";"    1100";"    8840"
"12995";"3000   ";"15000";"1995JJ00";"  100072";"    7707";"   81868";"    1050";"    9447"
"12996";"3000   ";"15000";"1996JJ00";"   95269";"    7738";"   77317";"     993";"    9221"
"12997";"3000   ";"15000";"1997JJ00";"  131750";"   11418";"  105421";"    1402";"   13509"
"12998";"3000   ";"15000";"1998JJ00";"  126521";"   11596";"  100050";"    1363";"   13512"
"12999";"3000   ";"15000";"1999JJ00";"  119915";"   11726";"   94031";"    1231";"   12927"
"13000";"3000   ";"15000";"2000JJ00";"  115379";"   12276";"   89165";"    1167";"   12771"
"13001";"3000   ";"15000";"2001JJ00";"  113230";"   12805";"   86736";"    1090";"   12599"
"13002";"3000   ";"15000";"2002JJ00";"  112002";"   13615";"   84463";"    1131";"   12793"
"13003";"3000   ";"15000";"2003JJ00";"  115067";"   14869";"   85662";"    1137";"   13399"
"13004";"3000   ";"15000";"2004JJ00";"  113977";"   15871";"   83774";"    1110";"   13222"
"13005";"3000   ";"15000";"2005JJ00";"  114892";"   16784";"   83400";"    1090";"   13618"
"13006";"3000   ";"15000";"2006JJ00";"  115128";"   17928";"   82443";"    1084";"   13673"
"13007";"3000   ";"15000";"2007JJ00";"  117826";"   19315";"   83280";"     933";"   14298"
"13008";"3000   ";"15000";"2008JJ00";"  118863";"   20758";"   82603";"     974";"   14528"
"13009";"3000   ";"15000";"2009JJ00";"  120953";"   22238";"   82984";"     948";"   14783"
"13010";"3000   ";"15000";"2010JJ00";"  123764";"   23078";"   83285";"     998";"   16403"
"13011";"3000   ";"15000";"2011JJ00";"  124776";"   23812";"   83327";"     913";"   16724"
"13012";"3000   ";"15000";"2012JJ00";"  127390";"   25382";"   83754";"     885";"   17369"
"13013";"3000   ";"15000";"2013JJ00";"  128243";"   26373";"   83283";"     910";"   17677"
"13014";"3000   ";"15000";"2014JJ00";"  130522";"   28183";"   83318";"     836";"   18185"
"13015";"3000   ";"15000";"2015JJ00";"  132572";"   30113";"   82756";"     933";"   18770"
"13016";"3000   ";"15000";"2016JJ00";"  129999";"   30638";"   79797";"     799";"   18765"
"13017";"3000   ";"15000";"2017JJ00";"  127537";"   31690";"   77045";"     760";"   18042"
"13018";"3000   ";"15000";"2018JJ00";"  126801";"   33154";"   74970";"     729";"   17948"
"13019";"3000   ";"15000";"2019JJ00";"  127729";"   34882";"   74459";"     717";"   17671"
"13020";"3000   ";"15100";"1950JJ00";"   51019";"    4127";"   45149";"    1142";"     601"
"13021";"3000   ";"15100";"1951JJ00";"   51538";"    4108";"   45823";"     998";"     609"
"13022";"3000   ";"15100";"1952JJ00";"   52257";"    4405";"   46128";"     925";"     799"
"13023";"3000   ";"15100";"1953JJ00";"   54656";"    4537";"   48385";"     956";"     778"
"13024";"3000   ";"15100";"1954JJ00";"   57025";"    4600";"   50648";"     968";"     809"
"13025";"3000   ";"15100";"1955JJ00";"   57065";"    4772";"   50563";"     886";"     844"
"13026";"3000   ";"15100";"1956JJ00";"   58538";"    4631";"   52215";"     898";"     794"
"13027";"3000   ";"15100";"1957JJ00";"   58690";"    4645";"   52424";"     770";"     851"
"13028";"3000   ";"15100";"1958JJ00";"   59162";"    4556";"   52822";"     824";"     960"
"13029";"3000   ";"15100";"1959JJ00";"   61103";"    4699";"   54637";"     812";"     955"
"13030";"3000   ";"15100";"1960JJ00";"   61754";"    4623";"   55379";"     784";"     968"
"13031";"3000   ";"15100";"1961JJ00";"   62825";"    4770";"   56491";"     771";"     793"
"13032";"3000   ";"15100";"1962JJ00";"   61760";"    4740";"   55472";"     737";"     811"
"13033";"3000   ";"15100";"1963JJ00";"   60379";"    4492";"   54376";"     725";"     786"
"13034";"3000   ";"15100";"1964JJ00";"   64469";"    4822";"   57957";"     801";"     889"
"13035";"3000   ";"15100";"1965JJ00";"   64848";"    4635";"   58573";"     779";"     861"
"13036";"3000   ";"15100";"1966JJ00";"   66015";"    4589";"   59754";"     796";"     876"
"13037";"3000   ";"15100";"1967JJ00";"   62637";"    4375";"   56593";"     756";"     913"
"13038";"3000   ";"15100";"1968JJ00";"   63708";"    4209";"   57864";"     724";"     911"
"13039";"3000   ";"15100";"1969JJ00";"   62828";"    4141";"   57046";"     694";"     947"
"13040";"3000   ";"15100";"1970JJ00";"   61286";"    3831";"   55823";"     750";"     882"
"13041";"3000   ";"15100";"1971JJ00";"   62842";"    3903";"   57293";"     699";"     947"
"13042";"3000   ";"15100";"1972JJ00";"   74288";"    4682";"   67418";"     899";"    1289"
"13043";"3000   ";"15100";"1973JJ00";"   72257";"    4647";"   65372";"     942";"    1296"
"13044";"3000   ";"15100";"1974JJ00";"   71716";"    4722";"   64524";"     955";"    1515"
"13045";"3000   ";"15100";"1975JJ00";"   73656";"    4852";"   66128";"     965";"    1711"
"13046";"3000   ";"15100";"1976JJ00";"   71807";"    4832";"   64225";"     946";"    1804"
"13047";"3000   ";"15100";"1977JJ00";"   71215";"    4986";"   63485";"     856";"    1888"
"13048";"3000   ";"15100";"1978JJ00";"   71197";"    4898";"   63330";"     898";"    2071"
"13049";"3000   ";"15100";"1979JJ00";"   71064";"    5053";"   62703";"     958";"    2350"
"13050";"3000   ";"15100";"1980JJ00";"   73259";"    5522";"   64175";"    1005";"    2557"
"13051";"3000   ";"15100";"1981JJ00";"   73419";"    5511";"   64099";"     932";"    2877"
"13052";"3000   ";"15100";"1982JJ00";"   77145";"    6219";"   66580";"    1030";"    3316"
"13053";"3000   ";"15100";"1983JJ00";"   75254";"    5688";"   65056";"     913";"    3597"
"13054";"3000   ";"15100";"1984JJ00";"   76936";"    5874";"   66082";"     919";"    4061"
"13055";"3000   ";"15100";"1985JJ00";"   74686";"    5626";"   63842";"     886";"    4332"
"13056";"3000   ";"15100";"1986JJ00";"   76062";"    5705";"   64541";"     942";"    4874"
"13057";"3000   ";"15100";"1987JJ00";"   76438";"    5911";"   64353";"     899";"    5275"
"13058";"3000   ";"15100";"1988JJ00";"   77900";"    5906";"   65335";"     917";"    5742"
"13059";"3000   ";"15100";"1989JJ00";"   77755";"    5999";"   64880";"     896";"    5980"
"13060";"3000   ";"15100";"1990JJ00";"   82371";"    6034";"   68665";"     964";"    6708"
"13061";"3000   ";"15100";"1991JJ00";"   83418";"    6327";"   69151";"     935";"    7005"
"13062";"3000   ";"15100";"1992JJ00";"   86604";"    6381";"   71757";"    1006";"    7460"
"13063";"3000   ";"15100";"1993JJ00";"   84504";"    6130";"   69762";"     963";"    7649"
"13064";"3000   ";"15100";"1994JJ00";"   88307";"    6449";"   72698";"    1067";"    8093"
"13065";"3000   ";"15100";"1995JJ00";"   95259";"    7015";"   78098";"    1182";"    8964"
"13066";"3000   ";"15100";"1996JJ00";"   99451";"    7602";"   81067";"    1178";"    9604"
"13067";"3000   ";"15100";"1997JJ00";"   94545";"    7626";"   76478";"    1113";"    9328"
"13068";"3000   ";"15100";"1998JJ00";"  131120";"   11261";"  104636";"    1515";"   13708"
"13069";"3000   ";"15100";"1999JJ00";"  125879";"   11360";"   99404";"    1472";"   13643"
"13070";"3000   ";"15100";"2000JJ00";"  119301";"   11482";"   93378";"    1386";"   13055"
"13071";"3000   ";"15100";"2001JJ00";"  114929";"   12052";"   88602";"    1332";"   12943"
"13072";"3000   ";"15100";"2002JJ00";"  112740";"   12652";"   86018";"    1214";"   12856"
"13073";"3000   ";"15100";"2003JJ00";"  111372";"   13372";"   83797";"    1267";"   12936"
"13074";"3000   ";"15100";"2004JJ00";"  114412";"   14705";"   84870";"    1272";"   13565"
"13075";"3000   ";"15100";"2005JJ00";"  113245";"   15621";"   83003";"    1225";"   13396"
"13076";"3000   ";"15100";"2006JJ00";"  114194";"   16576";"   82559";"    1191";"   13868"
"13077";"3000   ";"15100";"2007JJ00";"  114457";"   17703";"   81683";"    1176";"   13895"
"13078";"3000   ";"15100";"2008JJ00";"  117285";"   19072";"   82607";"    1043";"   14563"
"13079";"3000   ";"15100";"2009JJ00";"  118345";"   20490";"   81908";"    1101";"   14846"
"13080";"3000   ";"15100";"2010JJ00";"  120485";"   21007";"   82413";"    1049";"   16016"
"13081";"3000   ";"15100";"2011JJ00";"  123295";"   22714";"   82750";"    1072";"   16759"
"13082";"3000   ";"15100";"2012JJ00";"  124228";"   23306";"   82731";"    1049";"   17142"
"13083";"3000   ";"15100";"2013JJ00";"  126805";"   24913";"   83152";"     960";"   17780"
"13084";"3000   ";"15100";"2014JJ00";"  127708";"   25923";"   82619";"     999";"   18167"
"13085";"3000   ";"15100";"2015JJ00";"  130119";"   27798";"   82595";"     917";"   18809"
"13086";"3000   ";"15100";"2016JJ00";"  132171";"   29615";"   82230";"    1044";"   19282"
"13087";"3000   ";"15100";"2017JJ00";"  129765";"   30131";"   79381";"     890";"   19363"
"13088";"3000   ";"15100";"2018JJ00";"  127371";"   31171";"   76875";"     825";"   18500"
"13089";"3000   ";"15100";"2019JJ00";"  126713";"   32743";"   74806";"     804";"   18360"
"13090";"3000   ";"15200";"1950JJ00";"   50160";"    3950";"   44484";"    1183";"     543"
"13091";"3000   ";"15200";"1951JJ00";"   50838";"    4012";"   45009";"    1189";"     628"
"13092";"3000   ";"15200";"1952JJ00";"   51232";"    4000";"   45526";"    1056";"     650"
"13093";"3000   ";"15200";"1953JJ00";"   51863";"    4306";"   45748";"    1005";"     804"
"13094";"3000   ";"15200";"1954JJ00";"   54282";"    4429";"   48031";"    1031";"     791"
"13095";"3000   ";"15200";"1955JJ00";"   56668";"    4500";"   50297";"    1050";"     821"
"13096";"3000   ";"15200";"1956JJ00";"   56738";"    4631";"   50297";"     952";"     858"
"13097";"3000   ";"15200";"1957JJ00";"   58191";"    4529";"   51873";"     985";"     804"
"13098";"3000   ";"15200";"1958JJ00";"   58302";"    4530";"   52070";"     825";"     877"
"13099";"3000   ";"15200";"1959JJ00";"   59010";"    4481";"   52648";"     895";"     986"
"13100";"3000   ";"15200";"1960JJ00";"   60764";"    4611";"   54297";"     889";"     967"
"13101";"3000   ";"15200";"1961JJ00";"   61426";"    4609";"   55157";"     852";"     808"
"13102";"3000   ";"15200";"1962JJ00";"   62413";"    4693";"   56043";"     879";"     798"
"13103";"3000   ";"15200";"1963JJ00";"   61389";"    4652";"   55078";"     828";"     831"
"13104";"3000   ";"15200";"1964JJ00";"   60023";"    4424";"   53971";"     824";"     804"
"13105";"3000   ";"15200";"1965JJ00";"   64131";"    4741";"   57590";"     889";"     911"
"13106";"3000   ";"15200";"1966JJ00";"   64411";"    4577";"   58132";"     832";"     870"
"13107";"3000   ";"15200";"1967JJ00";"   65615";"    4496";"   59319";"     893";"     907"
"13108";"3000   ";"15200";"1968JJ00";"   62220";"    4308";"   56109";"     848";"     955"
"13109";"3000   ";"15200";"1969JJ00";"   63217";"    4095";"   57341";"     820";"     961"
"13110";"3000   ";"15200";"1970JJ00";"   62482";"    4073";"   56644";"     778";"     987"
"13111";"3000   ";"15200";"1971JJ00";"   60827";"    3763";"   55300";"     829";"     935"
"13112";"3000   ";"15200";"1972JJ00";"   62439";"    3842";"   56779";"     822";"     996"
"13113";"3000   ";"15200";"1973JJ00";"   73776";"    4606";"   66738";"    1028";"    1404"
"13114";"3000   ";"15200";"1974JJ00";"   71748";"    4554";"   64670";"    1072";"    1452"
"13115";"3000   ";"15200";"1975JJ00";"   71313";"    4642";"   63893";"    1087";"    1691"
"13116";"3000   ";"15200";"1976JJ00";"   73446";"    4942";"   65608";"    1066";"    1830"
"13117";"3000   ";"15200";"1977JJ00";"   71257";"    4746";"   63490";"    1047";"    1974"
"13118";"3000   ";"15200";"1978JJ00";"   70740";"    4924";"   62792";"     980";"    2044"
"13119";"3000   ";"15200";"1979JJ00";"   70711";"    4832";"   62657";"    1012";"    2210"
"13120";"3000   ";"15200";"1980JJ00";"   70617";"    4975";"   62085";"    1073";"    2484"
"13121";"3000   ";"15200";"1981JJ00";"   72781";"    5448";"   63541";"    1111";"    2681"
"13122";"3000   ";"15200";"1982JJ00";"   72924";"    5431";"   63379";"    1042";"    3072"
"13123";"3000   ";"15200";"1983JJ00";"   76780";"    5929";"   66111";"    1102";"    3638"
"13124";"3000   ";"15200";"1984JJ00";"   74761";"    5613";"   64273";"    1030";"    3845"
"13125";"3000   ";"15200";"1985JJ00";"   76389";"    5784";"   65221";"    1060";"    4324"
"13126";"3000   ";"15200";"1986JJ00";"   74212";"    5536";"   63145";"    1006";"    4525"
"13127";"3000   ";"15200";"1987JJ00";"   75486";"    5561";"   63930";"    1003";"    4992"
"13128";"3000   ";"15200";"1988JJ00";"   75925";"    5827";"   63665";"    1026";"    5407"
"13129";"3000   ";"15200";"1989JJ00";"   77282";"    5819";"   64592";"    1035";"    5836"
"13130";"3000   ";"15200";"1990JJ00";"   77249";"    5814";"   64334";"     995";"    6106"
"13131";"3000   ";"15200";"1991JJ00";"   81806";"    5934";"   68079";"    1079";"    6714"
"13132";"3000   ";"15200";"1992JJ00";"   82989";"    6187";"   68701";"    1049";"    7052"
"13133";"3000   ";"15200";"1993JJ00";"   86092";"    6258";"   71180";"    1128";"    7526"
"13134";"3000   ";"15200";"1994JJ00";"   84047";"    6050";"   69195";"    1090";"    7712"
"13135";"3000   ";"15200";"1995JJ00";"   87883";"    6364";"   72055";"    1192";"    8272"
"13136";"3000   ";"15200";"1996JJ00";"   94644";"    6886";"   77355";"    1317";"    9086"
"13137";"3000   ";"15200";"1997JJ00";"   98789";"    7476";"   80241";"    1321";"    9751"
"13138";"3000   ";"15200";"1998JJ00";"   94065";"    7524";"   75952";"    1210";"    9379"
"13139";"3000   ";"15200";"1999JJ00";"  130484";"   11012";"  104023";"    1612";"   13837"
"13140";"3000   ";"15200";"2000JJ00";"  125225";"   11136";"   98763";"    1658";"   13668"
"13141";"3000   ";"15200";"2001JJ00";"  118847";"   11323";"   92872";"    1494";"   13158"
"13142";"3000   ";"15200";"2002JJ00";"  114458";"   11882";"   87974";"    1479";"   13123"
"13143";"3000   ";"15200";"2003JJ00";"  112120";"   12498";"   85243";"    1351";"   13028"
"13144";"3000   ";"15200";"2004JJ00";"  110746";"   13221";"   83111";"    1387";"   13027"
"13145";"3000   ";"15200";"2005JJ00";"  113730";"   14537";"   84042";"    1418";"   13733"
"13146";"3000   ";"15200";"2006JJ00";"  112524";"   15388";"   82271";"    1338";"   13527"
"13147";"3000   ";"15200";"2007JJ00";"  113404";"   16349";"   81712";"    1314";"   14029"
"13148";"3000   ";"15200";"2008JJ00";"  113852";"   17423";"   81044";"    1292";"   14093"
"13149";"3000   ";"15200";"2009JJ00";"  116704";"   18788";"   82064";"    1170";"   14682"
"13150";"3000   ";"15200";"2010JJ00";"  117885";"   19397";"   81388";"    1219";"   15881"
"13151";"3000   ";"15200";"2011JJ00";"  119999";"   20614";"   81830";"    1157";"   16398"
"13152";"3000   ";"15200";"2012JJ00";"  122834";"   22342";"   82204";"    1174";"   17114"
"13153";"3000   ";"15200";"2013JJ00";"  123630";"   22846";"   82174";"    1141";"   17469"
"13154";"3000   ";"15200";"2014JJ00";"  126236";"   24509";"   82391";"    1089";"   18247"
"13155";"3000   ";"15200";"2015JJ00";"  127207";"   25548";"   81837";"    1063";"   18759"
"13156";"3000   ";"15200";"2016JJ00";"  129718";"   27356";"   82006";"     995";"   19361"
"13157";"3000   ";"15200";"2017JJ00";"  131843";"   29159";"   81775";"    1154";"   19755"
"13158";"3000   ";"15200";"2018JJ00";"  129522";"   29666";"   79176";"     970";"   19710"
"13159";"3000   ";"15200";"2019JJ00";"  127228";"   30736";"   76629";"     910";"   18953"
"13160";"3000   ";"15300";"1950JJ00";"   49807";"    3854";"   43938";"    1382";"     633"
"13161";"3000   ";"15300";"1951JJ00";"   49945";"    3869";"   44288";"    1223";"     565"
"13162";"3000   ";"15300";"1952JJ00";"   50552";"    3922";"   44732";"    1263";"     635"
"13163";"3000   ";"15300";"1953JJ00";"   50865";"    3912";"   45175";"    1123";"     655"
"13164";"3000   ";"15300";"1954JJ00";"   51503";"    4209";"   45400";"    1091";"     803"
"13165";"3000   ";"15300";"1955JJ00";"   53926";"    4324";"   47685";"    1121";"     796"
"13166";"3000   ";"15300";"1956JJ00";"   56316";"    4426";"   49964";"    1115";"     811"
"13167";"3000   ";"15300";"1957JJ00";"   56376";"    4553";"   49965";"    1031";"     827"
"13168";"3000   ";"15300";"1958JJ00";"   57791";"    4429";"   51489";"    1083";"     790"
"13169";"3000   ";"15300";"1959JJ00";"   58072";"    4438";"   51822";"     924";"     888"
"13170";"3000   ";"15300";"1960JJ00";"   58587";"    4394";"   52222";"     990";"     981"
"13171";"3000   ";"15300";"1961JJ00";"   60234";"    4516";"   54025";"     941";"     752"
"13172";"3000   ";"15300";"1962JJ00";"   61008";"    4514";"   54706";"     961";"     827"
"13173";"3000   ";"15300";"1963JJ00";"   62023";"    4621";"   55636";"     967";"     799"
"13174";"3000   ";"15300";"1964JJ00";"   60901";"    4585";"   54546";"     923";"     847"
"13175";"3000   ";"15300";"1965JJ00";"   59614";"    4331";"   53568";"     910";"     805"
"13176";"3000   ";"15300";"1966JJ00";"   63673";"    4654";"   57064";"    1021";"     934"
"13177";"3000   ";"15300";"1967JJ00";"   63939";"    4487";"   57602";"     949";"     901"
"13178";"3000   ";"15300";"1968JJ00";"   65097";"    4408";"   58734";"     999";"     956"
"13179";"3000   ";"15300";"1969JJ00";"   61744";"    4226";"   55558";"     958";"    1002"
"13180";"3000   ";"15300";"1970JJ00";"   62732";"    4017";"   56780";"     919";"    1016"
"13181";"3000   ";"15300";"1971JJ00";"   61970";"    3987";"   56089";"     869";"    1025"
"13182";"3000   ";"15300";"1972JJ00";"   60340";"    3683";"   54711";"     957";"     989"
"13183";"3000   ";"15300";"1973JJ00";"   61929";"    3763";"   56147";"     951";"    1068"
"13184";"3000   ";"15300";"1974JJ00";"   73210";"    4531";"   65978";"    1185";"    1516"
"13185";"3000   ";"15300";"1975JJ00";"   71184";"    4474";"   63909";"    1183";"    1618"
"13186";"3000   ";"15300";"1976JJ00";"   71012";"    4686";"   63315";"    1163";"    1848"
"13187";"3000   ";"15300";"1977JJ00";"   72862";"    4845";"   64825";"    1190";"    2002"
"13188";"3000   ";"15300";"1978JJ00";"   70716";"    4672";"   62729";"    1171";"    2144"
"13189";"3000   ";"15300";"1979JJ00";"   70185";"    4849";"   62064";"    1101";"    2171"
"13190";"3000   ";"15300";"1980JJ00";"   70246";"    4780";"   61969";"    1161";"    2336"
"13191";"3000   ";"15300";"1981JJ00";"   70122";"    4890";"   61447";"    1175";"    2610"
"13192";"3000   ";"15300";"1982JJ00";"   72268";"    5376";"   62787";"    1264";"    2841"
"13193";"3000   ";"15300";"1983JJ00";"   72523";"    5268";"   62777";"    1157";"    3321"
"13194";"3000   ";"15300";"1984JJ00";"   76224";"    5840";"   65278";"    1222";"    3884"
"13195";"3000   ";"15300";"1985JJ00";"   74237";"    5540";"   63487";"    1156";"    4054"
"13196";"3000   ";"15300";"1986JJ00";"   75837";"    5700";"   64452";"    1179";"    4506"
"13197";"3000   ";"15300";"1987JJ00";"   73685";"    5453";"   62433";"    1107";"    4692"
"13198";"3000   ";"15300";"1988JJ00";"   74957";"    5469";"   63272";"    1130";"    5086"
"13199";"3000   ";"15300";"1989JJ00";"   75280";"    5737";"   62899";"    1142";"    5502"
"13200";"3000   ";"15300";"1990JJ00";"   76658";"    5650";"   63973";"    1139";"    5896"
"13201";"3000   ";"15300";"1991JJ00";"   76679";"    5726";"   63681";"    1133";"    6139"
"13202";"3000   ";"15300";"1992JJ00";"   81321";"    5798";"   67535";"    1227";"    6761"
"13203";"3000   ";"15300";"1993JJ00";"   82452";"    6081";"   68044";"    1184";"    7143"
"13204";"3000   ";"15300";"1994JJ00";"   85561";"    6159";"   70561";"    1255";"    7586"
"13205";"3000   ";"15300";"1995JJ00";"   83455";"    5936";"   68523";"    1173";"    7823"
"13206";"3000   ";"15300";"1996JJ00";"   87307";"    6254";"   71379";"    1334";"    8340"
"13207";"3000   ";"15300";"1997JJ00";"   93933";"    6783";"   76535";"    1460";"    9155"
"13208";"3000   ";"15300";"1998JJ00";"   98206";"    7376";"   79639";"    1454";"    9737"
"13209";"3000   ";"15300";"1999JJ00";"   93564";"    7331";"   75470";"    1297";"    9466"
"13210";"3000   ";"15300";"2000JJ00";"  129775";"   10823";"  103217";"    1850";"   13885"
"13211";"3000   ";"15300";"2001JJ00";"  124530";"   10937";"   98115";"    1753";"   13725"
"13212";"3000   ";"15300";"2002JJ00";"  118225";"   11173";"   92097";"    1650";"   13305"
"13213";"3000   ";"15300";"2003JJ00";"  113799";"   11732";"   87221";"    1598";"   13248"
"13214";"3000   ";"15300";"2004JJ00";"  111342";"   12283";"   84493";"    1508";"   13058"
"13215";"3000   ";"15300";"2005JJ00";"  109995";"   13003";"   82367";"    1511";"   13114"
"13216";"3000   ";"15300";"2006JJ00";"  113040";"   14366";"   83399";"    1544";"   13731"
"13217";"3000   ";"15300";"2007JJ00";"  111856";"   15174";"   81573";"    1465";"   13644"
"13218";"3000   ";"15300";"2008JJ00";"  112782";"   16106";"   81097";"    1445";"   14134"
"13219";"3000   ";"15300";"2009JJ00";"  113275";"   17166";"   80456";"    1402";"   14251"
"13220";"3000   ";"15300";"2010JJ00";"  116198";"   17729";"   81423";"    1299";"   15747"
"13221";"3000   ";"15300";"2011JJ00";"  117371";"   19000";"   80908";"    1353";"   16110"
"13222";"3000   ";"15300";"2012JJ00";"  119535";"   20257";"   81392";"    1289";"   16597"
"13223";"3000   ";"15300";"2013JJ00";"  122331";"   21959";"   81680";"    1284";"   17408"
"13224";"3000   ";"15300";"2014JJ00";"  123027";"   22448";"   81485";"    1254";"   17840"
"13225";"3000   ";"15300";"2015JJ00";"  125787";"   24162";"   81609";"    1209";"   18807"
"13226";"3000   ";"15300";"2016JJ00";"  126695";"   25167";"   81208";"    1162";"   19158"
"13227";"3000   ";"15300";"2017JJ00";"  129462";"   26954";"   81584";"    1108";"   19816"
"13228";"3000   ";"15300";"2018JJ00";"  131478";"   28647";"   81487";"    1231";"   20113"
"13229";"3000   ";"15300";"2019JJ00";"  129271";"   29216";"   78963";"    1063";"   20029"
"13230";"3000   ";"15400";"1950JJ00";"   47320";"    3524";"   41884";"    1405";"     507"
"13231";"3000   ";"15400";"1951JJ00";"   49488";"    3770";"   43640";"    1467";"     611"
"13232";"3000   ";"15400";"1952JJ00";"   49545";"    3785";"   43888";"    1288";"     584"
"13233";"3000   ";"15400";"1953JJ00";"   50082";"    3826";"   44244";"    1372";"     640"
"13234";"3000   ";"15400";"1954JJ00";"   50471";"    3854";"   44740";"    1221";"     656"
"13235";"3000   ";"15400";"1955JJ00";"   51083";"    4111";"   45000";"    1183";"     789"
"13236";"3000   ";"15400";"1956JJ00";"   53522";"    4236";"   47292";"    1200";"     794"
"13237";"3000   ";"15400";"1957JJ00";"   55881";"    4329";"   49562";"    1181";"     809"
"13238";"3000   ";"15400";"1958JJ00";"   55920";"    4454";"   49509";"    1123";"     834"
"13239";"3000   ";"15400";"1959JJ00";"   57552";"    4357";"   51212";"    1186";"     797"
"13240";"3000   ";"15400";"1960JJ00";"   57613";"    4373";"   51341";"    1006";"     893"
"13241";"3000   ";"15400";"1961JJ00";"   58204";"    4407";"   51913";"    1081";"     803"
"13242";"3000   ";"15400";"1962JJ00";"   59787";"    4436";"   53530";"    1052";"     769"
"13243";"3000   ";"15400";"1963JJ00";"   60527";"    4436";"   54203";"    1036";"     852"
"13244";"3000   ";"15400";"1964JJ00";"   61449";"    4503";"   55100";"    1049";"     797"
"13245";"3000   ";"15400";"1965JJ00";"   60398";"    4511";"   53999";"    1024";"     864"
"13246";"3000   ";"15400";"1966JJ00";"   59066";"    4238";"   52996";"    1011";"     821"
"13247";"3000   ";"15400";"1967JJ00";"   63114";"    4558";"   56511";"    1107";"     938"
"13248";"3000   ";"15400";"1968JJ00";"   63391";"    4423";"   56997";"    1054";"     917"
"13249";"3000   ";"15400";"1969JJ00";"   64589";"    4342";"   58123";"    1122";"    1002"
"13250";"3000   ";"15400";"1970JJ00";"   61161";"    4148";"   54909";"    1050";"    1054"
"13251";"3000   ";"15400";"1971JJ00";"   62171";"    3952";"   56138";"    1045";"    1036"
"13252";"3000   ";"15400";"1972JJ00";"   61382";"    3921";"   55392";"     994";"    1075"
"13253";"3000   ";"15400";"1973JJ00";"   59798";"    3614";"   54029";"    1080";"    1075"
"13254";"3000   ";"15400";"1974JJ00";"   61396";"    3693";"   55445";"    1082";"    1176"
"13255";"3000   ";"15400";"1975JJ00";"   72625";"    4438";"   65203";"    1343";"    1641"
"13256";"3000   ";"15400";"1976JJ00";"   70906";"    4609";"   63170";"    1297";"    1830"
"13257";"3000   ";"15400";"1977JJ00";"   70378";"    4601";"   62470";"    1308";"    1999"
"13258";"3000   ";"15400";"1978JJ00";"   72266";"    4767";"   64059";"    1311";"    2129"
"13259";"3000   ";"15400";"1979JJ00";"   70164";"    4604";"   61970";"    1295";"    2295"
"13260";"3000   ";"15400";"1980JJ00";"   69616";"    4775";"   61317";"    1239";"    2285"
"13261";"3000   ";"15400";"1981JJ00";"   69777";"    4715";"   61319";"    1298";"    2445"
"13262";"3000   ";"15400";"1982JJ00";"   69592";"    4803";"   60740";"    1293";"    2756"
"13263";"3000   ";"15400";"1983JJ00";"   71806";"    5185";"   62178";"    1341";"    3102"
"13264";"3000   ";"15400";"1984JJ00";"   71915";"    5210";"   61924";"    1298";"    3483"
"13265";"3000   ";"15400";"1985JJ00";"   75592";"    5768";"   64380";"    1333";"    4111"
"13266";"3000   ";"15400";"1986JJ00";"   73655";"    5449";"   62677";"    1292";"    4237"
"13267";"3000   ";"15400";"1987JJ00";"   75168";"    5554";"   63706";"    1262";"    4646"
"13268";"3000   ";"15400";"1988JJ00";"   73133";"    5367";"   61769";"    1205";"    4792"
"13269";"3000   ";"15400";"1989JJ00";"   74372";"    5377";"   62582";"    1231";"    5182"
"13270";"3000   ";"15400";"1990JJ00";"   74766";"    5532";"   62387";"    1267";"    5580"
"13271";"3000   ";"15400";"1991JJ00";"   76115";"    5556";"   63373";"    1271";"    5915"
"13272";"3000   ";"15400";"1992JJ00";"   76155";"    5617";"   63069";"    1277";"    6192"
"13273";"3000   ";"15400";"1993JJ00";"   80806";"    5719";"   66924";"    1377";"    6786"
"13274";"3000   ";"15400";"1994JJ00";"   81906";"    6010";"   67434";"    1327";"    7135"
"13275";"3000   ";"15400";"1995JJ00";"   85020";"    6096";"   69798";"    1373";"    7753"
"13276";"3000   ";"15400";"1996JJ00";"   82874";"    5854";"   67829";"    1296";"    7895"
"13277";"3000   ";"15400";"1997JJ00";"   86648";"    6163";"   70583";"    1490";"    8412"
"13278";"3000   ";"15400";"1998JJ00";"   93360";"    6661";"   75935";"    1576";"    9188"
"13279";"3000   ";"15400";"1999JJ00";"   97615";"    7195";"   79059";"    1558";"    9803"
"13280";"3000   ";"15400";"2000JJ00";"   93017";"    7160";"   74943";"    1469";"    9445"
"13281";"3000   ";"15400";"2001JJ00";"  129093";"   10674";"  102468";"    2019";"   13932"
"13282";"3000   ";"15400";"2002JJ00";"  123901";"   10759";"   97307";"    1954";"   13881"
"13283";"3000   ";"15400";"2003JJ00";"  117478";"   11000";"   91425";"    1837";"   13216"
"13284";"3000   ";"15400";"2004JJ00";"  113035";"   11562";"   86454";"    1761";"   13258"
"13285";"3000   ";"15400";"2005JJ00";"  110594";"   12142";"   83785";"    1634";"   13033"
"13286";"3000   ";"15400";"2006JJ00";"  109238";"   12817";"   81638";"    1637";"   13146"
"13287";"3000   ";"15400";"2007JJ00";"  112296";"   14119";"   82684";"    1680";"   13813"
